mapping,N,precision,ln_order,cycle_counts,max_cycle_len
Sine,256,float32,11.839671988366987,6,135
Sine,256,float64,11.47833402020061,6,175
Sine,256,Decimal(50),9.040263541598666,6,222
Sine,256,float32,12.008828295658319,5,149
Sine,256,float64,8.863615758890619,4,202
Sine,256,Decimal(50),13.430083343592617,8,109
Sine,256,float32,7.706612913964197,2,247
Sine,256,float64,7.785305182539862,4,185
Sine,256,Decimal(50),10.289158033316113,4,129
Sine,256,float32,12.616167022022001,10,161
Sine,256,float64,8.853093836138493,6,212
Sine,256,Decimal(50),13.135745436897587,5,92
Sine,256,float32,10.222740963825228,3,139
Sine,256,float64,15.498860423341586,8,104
Sine,256,Decimal(50),13.68780217864254,7,127
Sine,256,float32,8.136518252115291,4,201
Sine,256,float64,13.914233090881915,6,80
Sine,256,Decimal(50),7.745002803515839,5,231
Sine,256,float32,11.751863622183079,8,153
Sine,256,float64,15.268827851514656,6,95
Sine,256,Decimal(50),13.13407453333234,5,90
Sine,256,float32,13.303444164762151,6,174
Sine,256,float64,8.679312040892672,3,245
Sine,256,Decimal(50),14.362016789945978,12,149
Sine,256,float32,11.225723277355298,5,169
Sine,256,float64,10.274361215874674,7,126
Sine,256,Decimal(50),11.117212648304742,8,102
Sine,512,float32,17.246176640721607,6,192
Sine,512,float64,13.59091595438275,5,317
Sine,512,Decimal(50),11.398053188939807,5,391
Sine,512,float32,11.549643047905391,6,399
Sine,512,float64,10.68720643128046,4,391
Sine,512,Decimal(50),19.89094320599126,8,132
Sine,512,float32,13.970101141019917,6,397
Sine,512,float64,11.639205630880559,8,244
Sine,512,Decimal(50),13.864700642155032,6,427
Sine,512,float32,15.703102797695072,7,331
Sine,512,float64,7.090076835776092,5,400
Sine,512,Decimal(50),19.653881616221636,9,152
Sine,512,float32,11.997571370952834,8,328
Sine,512,float64,8.930626469173578,8,378
Sine,512,Decimal(50),16.945831415119425,7,187
Sine,512,float32,18.63542762166269,7,265
Sine,512,float64,10.186785026670085,4,450
Sine,512,Decimal(50),15.306333839062132,6,191
Sine,512,float32,18.195137565835303,9,155
Sine,512,float64,12.013821957658335,6,446
Sine,512,Decimal(50),18.929951335281885,5,208
Sine,512,float32,12.449112937358834,6,253
Sine,512,float64,8.016317898503415,3,505
Sine,512,Decimal(50),19.22898774476793,6,325
Sine,512,float32,13.533126426605792,9,448
Sine,512,float64,14.800017539832963,9,399
Sine,512,Decimal(50),21.28951147420968,8,201
Sine,512,float32,15.375892670951016,9,108
Sine,512,float64,11.499536227851213,5,345
Sine,512,Decimal(50),17.44350680214325,6,411
Sine,512,float32,13.804732684792395,9,229
Sine,512,float64,14.509007677288507,9,325
Sine,512,Decimal(50),12.62665622477004,3,458
Sine,512,float32,14.118615090535584,9,446
Sine,512,float64,11.077052694440638,5,446
Sine,512,Decimal(50),12.81968948713331,6,262
Sine,512,float32,19.89890721288343,9,218
Sine,512,float64,8.69349667588463,3,426
Sine,512,Decimal(50),26.98174690786199,9,229
Sine,512,float32,13.971180083760801,5,321
Sine,512,float64,7.799753318287247,6,488
Sine,512,Decimal(50),15.1675472695304,4,265
Sine,512,float32,18.63096298201234,9,346
Sine,512,float64,20.039245915936093,7,242
Sine,512,Decimal(50),21.798487738959786,11,211
Sine,512,float32,12.09398958411152,7,301
Sine,512,float64,19.32555584474514,13,240
Sine,512,Decimal(50),17.17858853980493,6,364
Sine,512,float32,11.774427819638625,4,396
Sine,512,float64,19.191634607992142,7,291
Sine,512,Decimal(50),14.20150738287704,6,312
Sine,512,float32,11.868359639472828,3,328
Sine,512,float64,9.407550541263888,5,435
Sine,512,Decimal(50),17.085370937564843,6,243
Sine,512,float32,15.158628592798562,5,247
Sine,512,float64,7.572502985020384,3,486
Sine,512,Decimal(50),13.312256199694602,8,458
Sine,512,float32,16.676838944095113,5,257
Sine,512,float64,6.919683849847411,4,506
Sine,512,Decimal(50),26.479635861709777,14,134
Sine,512,float32,11.916588951131764,10,465
Sine,512,float64,15.054884289340626,8,175
Sine,512,Decimal(50),25.339934370832363,10,137
Sine,512,float32,19.823503407022965,10,364
Sine,512,float64,17.80539723407294,10,242
Sine,512,Decimal(50),18.747590404533796,9,233
Sine,512,float32,14.610040352812822,8,350
Sine,512,float64,14.404607475221866,8,328
Sine,512,Decimal(50),12.742215077279955,7,308
Sine,512,float32,14.961838147629026,10,319
Sine,512,float64,15.628072154821592,6,357
Sine,512,Decimal(50),8.00836557031292,3,501
Sine,512,float32,13.16929467208876,4,411
Sine,512,float64,12.967672551724561,6,242
Sine,512,Decimal(50),18.565638901716827,7,237
Sine,512,float32,14.800017539832963,8,273
Sine,512,float64,14.412488189567979,5,274
Sine,512,Decimal(50),12.094067883449931,7,412
Sine,512,float32,14.551688491939606,8,356
Sine,512,float64,11.096500516625722,5,471
Sine,512,Decimal(50),11.97779091635984,7,379
Sine,512,float32,8.747034264178168,4,484
Sine,512,float64,12.976111420370426,4,242
Sine,512,Decimal(50),18.14212450413265,9,191
Sine,512,float32,17.366204606315875,11,136
Sine,512,float64,14.047778752811023,6,277
Sine,512,Decimal(50),12.22381432700633,4,351
Sine,512,float32,17.889033650046045,5,187
Sine,512,float64,15.606113358508948,11,276
Sine,512,Decimal(50),11.85239321057124,4,413
Sine,1024,float32,16.99186619720157,7,711
Sine,1024,float64,15.065228896273418,8,560
Sine,1024,Decimal(50),16.251704790560467,8,579
Sine,1024,float32,22.139787534070898,10,336
Sine,1024,float64,20.04908693571116,8,749
Sine,1024,Decimal(50),12.073340933076215,5,973
Sine,1024,float32,29.33468735293258,11,334
Sine,1024,float64,17.26240761887742,10,550
Sine,1024,Decimal(50),24.75799980436536,8,404
Sine,1024,float32,18.76721334780534,9,804
Sine,1024,float64,11.599304975707751,2,722
Sine,1024,Decimal(50),13.058784395761457,8,850
Sine,1024,float32,17.946726200112202,6,773
Sine,1024,float64,26.69256685210676,10,272
Sine,1024,Decimal(50),18.75030357687233,8,833
Sine,1024,float32,19.066047715166768,7,743
Sine,1024,float64,19.92218972517146,8,492
Sine,1024,Decimal(50),15.031692526196641,7,927
Sine,1024,float32,27.758307632780678,13,611
Sine,1024,float64,17.699392573979086,6,693
Sine,1024,Decimal(50),15.03301104914462,8,609
Sine,1024,float32,15.38661088717104,6,540
Sine,1024,float64,18.89558489599775,7,643
Sine,1024,Decimal(50),24.8417445215233,9,632
Sine,1024,float32,14.244844524836624,6,553
Sine,1024,float64,16.579884380119427,8,676
Sine,1024,Decimal(50),23.53867870845631,6,613
Sine,1024,float32,9.108971877587894,4,1004
Sine,1024,float64,13.560876339558693,4,544
Sine,1024,Decimal(50),20.75025183722389,8,796
Sine,1024,float32,20.81858990756335,9,618
Sine,1024,float64,15.035198234322735,4,682
Sine,1024,Decimal(50),16.390789077788202,6,635
Sine,1024,float32,25.736922181072163,7,543
Sine,1024,float64,17.049135478205002,6,746
Sine,1024,Decimal(50),23.906946494468517,9,461
Sine,1024,float32,21.790694990177812,7,446
Sine,1024,float64,12.468836830018992,5,533
Sine,1024,Decimal(50),12.97840062396456,7,451
Sine,1024,float32,23.76599554869646,10,284
Sine,1024,float64,18.852047099810733,9,614
Sine,1024,Decimal(50),20.231527584742192,11,378
Sine,1024,float32,12.162120758000992,5,696
Sine,1024,float64,18.73245159794475,7,588
Sine,1024,Decimal(50),18.768183632902684,7,584
Sine,1024,float32,12.793025629683715,5,550
Sine,1024,float64,13.408053467175316,4,853
Sine,1024,Decimal(50),14.40685754406115,10,660
Sine,1024,float32,19.97301933962378,7,691
Sine,1024,float64,17.340348983598815,14,384
Sine,1024,Decimal(50),13.366645134321054,8,744
Sine,1024,float32,13.071238489888177,4,856
Sine,1024,float64,25.262853688733575,10,359
Sine,1024,Decimal(50),14.830876011219669,7,838
Sine,1024,float32,25.331256652137185,10,443
Sine,1024,float64,24.55864096394187,11,418
Sine,1024,Decimal(50),29.295636354134857,10,383
Sine,1024,float32,15.677044193389067,6,699
Sine,1024,float64,18.040606151185248,8,707
Sine,1024,Decimal(50),16.079346506598995,8,431
Sine,1024,float32,24.67783953345354,10,396
Sine,1024,float64,18.331855300720903,6,498
Sine,1024,Decimal(50),12.361434020741346,6,628
Sine,1024,float32,14.313923056687575,5,509
Sine,1024,float64,23.09437438566907,7,599
Sine,1024,Decimal(50),23.894207742402987,6,381
Sine,1024,float32,21.7336425195622,7,749
Sine,1024,float64,19.242193487183354,12,481
Sine,1024,Decimal(50),23.756894136161737,7,373
Sine,1024,float32,27.56933940634416,12,382
Sine,1024,float64,8.687442166975924,3,988
Sine,1024,Decimal(50),12.435337423849319,2,615
Sine,1024,float32,21.7336425195622,7,749
Sine,1024,float64,8.513185170018698,4,996
Sine,1024,Decimal(50),10.834863921828324,6,940
Sine,1024,float32,18.484582549929854,6,668
Sine,1024,float64,19.896672060166626,7,434
Sine,1024,Decimal(50),18.290428995980577,11,830
Sine,1024,float32,29.53855849930868,11,322
Sine,1024,float64,21.47659946804566,8,309
Sine,1024,Decimal(50),20.730218491134263,7,728
Sine,1024,float32,19.93934115645035,5,767
Sine,1024,float64,16.054913010199364,6,879
Sine,1024,Decimal(50),12.00896227126278,5,966
Sine,1024,float32,17.103360054135106,6,505
Sine,1024,float64,20.749754369565107,6,514
Sine,1024,Decimal(50),12.979176376206047,5,944
Sine,1024,float32,20.88536718626972,8,713
Sine,1024,float64,15.807120386270578,6,671
Sine,1024,Decimal(50),16.845044078163564,8,789
